Word,Occurrences,Length,LgSUBTLWF
kingdom,2,7,2.897
kingly,1,6,0.699
kings,1,5,2.661
kink,1,4,1.544
kinky,1,5,2.185
kiosk,1,5,1.38
kiss,1,4,3.791
kisses,1,6,2.601
kissing,1,7,3.075
kit,1,3,2.955
kitchen,1,7,3.474
kite,1,4,2.072
kitten,1,6,2.384
kittens,1,7,1.919
kitty,1,5,3.135
kiwi,1,4,1.613
Kleenex,1,7,1.898
klutz,NA,5,1
knapsack,1,8,1.532
knee,1,4,2.875
kneel,1,5,2.436
knees,2,5,3.121
knees and toes,NA,14,1
knew,1,4,4.275
knickers,1,8,1.819
knife,1,5,3.378
knight,1,6,3.135
knights,1,7,2.586
knit,1,4,1.991
knitting,1,8,2.064
knives,1,6,2.549
knob,1,4,2.1
knock,1,5,3.518
knot,1,4,2.276
know,2,4,5.465
knowing,1,7,3.363
knowledge,1,9,3.115
knowledgeable,1,13,1.613
known,2,5,3.799
knuckle,1,7,1.826
koala,1,5,1.505
Korea,1,5,2.805
kosher,1,6,2.14
Kung fu,NA,7,1
l,NA,1,1
LA,NA,2,1
lab,2,3,3.306
lab coat,NA,8,1
label,1,5,2.546
labor,1,5,2.794
laboratory,1,10,2.521
laborer,1,7,1.38
Labrador,1,8,1.447
labyrinth,1,9,1.623
lace,1,4,2.279
laces,1,5,1.653
lack,1,4,2.957
lacking,1,7,2.114
lacquer,1,7,1.362
lactose,1,7,1.491
lad,1,3,2.868
ladder,1,6,2.675
laden,1,5,1.924
ladies,1,6,3.849
ladle,1,5,1.591
lady,2,4,4.044
ladybird,1,8,0.903
ladybug,1,7,1.322
lag,1,3,1.881
lager,1,5,1.415
lagoon,1,6,1.914
laid,2,4,3.184
laid back,NA,9,1
lake,1,4,3.264
lamb,1,4,2.735
lame,1,4,2.747
lament,1,6,1.699
lamp,1,4,2.818
lampshade,1,9,1.176
lance,1,5,2.744
land,1,4,3.653
landfill,NA,8,1
landing,1,7,2.913
landlord,1,8,2.436
landmark,1,8,1.813
landscape,1,9,2.107
lane,1,4,3.232
language,2,8,3.253
lantern,1,7,2.017
lap,1,3,2.838
lapel,1,5,1.415
lapse,1,5,1.851
laptop,NA,6,1
larceny,1,7,2.057
lard,1,4,1.94
large,1,5,3.325
largely,1,7,1.929
larger,1,6,2.622
largest,1,7,2.605
lark,1,4,1.924
lasagna,1,7,2.265
laser,1,5,2.638
lash,1,4,1.935
lashes,1,6,1.653
lass,1,4,2.137
lasso,1,5,1.663
last,1,4,4.567
lasting,1,7,2.083
Las Vegas,NA,9,1
latch,1,5,1.996
late,1,4,4.138
lately,1,6,3.391
later,1,5,4.173
latex,1,5,1.875
lather,1,6,1.462
Latin,1,5,2.75
Latino,NA,6,1
latte,NA,5,1
latter,1,6,1.813
laugh,1,5,3.506
laughing,1,8,3.426
laughter,1,8,2.848
launch,1,6,3.008
laundry,1,7,2.988
lava,1,4,2.248
lavatory,1,8,1.699
lavender,1,8,2.021
lavish,1,6,1.602
law,2,3,3.773
lawbreaker,NA,10,1
law enforcement,NA,15,1
lawful,1,6,2.049
lawless,1,7,1.362
lawn,1,4,2.8
lawnmower,NA,9,1
laws,1,4,2.939
lawsuit,1,7,2.494
lawyer,1,6,3.608
lax,1,3,1.944
laxative,1,8,1.643
lay,2,3,3.473
lay down,NA,8,1
layer,1,5,2.279
laying,1,6,2.755
layout,1,6,2.253
laziness,1,8,1.398
lazy,1,4,2.772
lead,1,4,3.628
leader,1,6,3.201
leadership,1,10,2.398
leading,1,7,3.027
leaf,1,4,2.425
leafy,1,5,1.398
league,1,6,2.978
leak,1,4,2.714
lean,1,4,2.724
leaning,1,7,2.338
leap,1,4,2.533
learn,1,5,3.782
learned,1,7,3.472
learner,1,7,1.792
learning,1,8,3.016
lease,1,5,2.506
leash,1,5,2.342
least,1,5,4.025
leather,1,7,2.841
leathery,1,8,1
leave,2,5,4.456
leave out,NA,9,1
leaves,1,6,3.365
leaving,1,7,3.858
lecture,1,7,2.728
lecturer,1,8,1.623
led,1,3,3.088
ledge,1,5,2.255
ledger,1,6,1.799
Lee,NA,3,1
leech,1,5,1.954
leek,1,4,1.204
left,2,4,4.393
leftover,NA,8,1
leftovers,1,9,2.107
left wing,NA,9,1
lefty,NA,5,1
leg,1,3,3.46
legacy,1,6,2.41
legal,1,5,3.26
legality,1,8,1.079
legend,1,6,2.942
legendary,1,9,2.314
leggings,1,8,1.146
legion,1,6,2.104
legislation,1,11,1.724
legislature,1,11,1.613
legitimate,1,10,2.586
Lego,NA,4,1
legs,1,4,3.453
legume,1,6,1
leisure,1,7,2.114
lemon,1,5,2.788
lemonade,1,8,2.45
lemons,1,6,1.929
lemony,NA,6,1
lend,1,4,2.775
length,1,6,2.555
lengthen,1,8,1.114
lengthy,1,7,1.58
lenient,1,7,1.672
lens,1,4,2.378
lenses,1,6,2.068
Leo,1,3,3.412
leopard,1,7,2.442
leotard,1,7,1.322
leotards,1,8,1.176
leper,1,5,1.806
leprechaun,1,10,1.903
lesbian,1,7,2.687
less,1,4,3.753
lessen,1,6,1.491
lesser,1,6,2.14
lesson,1,6,3.216
let,3,3,5.091
let down,NA,8,1
let go,NA,6,1
lethal,1,6,2.462
lethargic,1,9,1.23
lethargy,1,8,0.845
letter,1,6,3.625
letterbox,1,9,0.477
letters,1,7,3.281
lettuce,1,7,2.24
leukemia,1,8,1.991
level,1,5,3.421
levels,1,6,2.723
lever,1,5,2.215
leverage,1,8,2.146
levers,1,6,1.301
levitate,1,8,1.342
lewd,1,4,1.819
liability,1,9,2.201
liable,1,6,2.568
liar,1,4,3.254
libel,1,5,1.756
liberal,1,7,2.31
liberty,1,7,2.929
libido,1,6,1.763
librarian,1,9,2.17
library,1,7,3.069
lice,1,4,2.041
license,1,7,3.214
lick,1,4,2.748
licorice,NA,8,1
lid,1,3,2.401
lie,1,3,3.788
lies,1,4,3.275
lieutenant,1,10,3.725
life,2,4,4.609
lifeguard,1,9,1.935
life jacket,NA,11,1
lifeless,1,8,1.813
lifestyle,NA,9,1
lifetime,1,8,2.969
lift,1,4,3.241
lifting,1,7,2.346
ligament,1,8,1.415
light,5,5,3.926
lighten,1,7,2.48
lightening,1,10,1.431
lighter,1,7,2.661
lightheaded,NA,11,1
lighthouse,1,10,2.199
lighting,1,8,2.51
lightning,1,9,2.858
lights,1,6,3.459
light up,NA,8,1
lightweight,1,11,1.778
light year,NA,10,1
like,1,4,5.309
likelihood,1,10,1.771
likely,1,6,3.119
likeness,1,8,1.996
liking,1,6,2.506
lilac,1,5,1.602
lily,1,4,3.137
Lima,1,4,1.792
limb,1,4,2.378
limber,1,6,1.633
limbo,1,5,2.086
lime,1,4,2.228
limestone,1,9,1.447
limit,1,5,2.823
limitation,1,10,1.204
limited,1,7,2.75
limitless,1,9,1.568
limits,1,6,2.566
limo,NA,4,1
limousine,1,9,2.161
limp,1,4,2.274
Lincoln,1,7,2.981
line,2,4,4.022
lineage,1,7,1.643
linear,1,6,1.462
linen,1,5,2.176
liner,1,5,1.799
lines,1,5,3.292
line up,NA,7,1
linger,1,6,1.875
lingerie,1,8,2.161
linguist,1,8,1.447
linguistic,1,10,1.279
linguistics,1,11,1.415
lining,1,6,2.365
link,1,4,2.785
linked,1,6,2.342
links,1,5,2.152
lint,1,4,1.839
Linux,NA,5,1
lion,1,4,2.894
lions,1,5,2.51
lip,1,3,2.74
lipid,1,5,0.602
lips,1,4,3.202
lipstick,1,8,2.653
liqueur,1,7,1.462
liquid,1,6,2.598
liquor,1,6,2.946
lisp,1,4,1.342
list,1,4,3.614
listen,1,6,4.444
listening,1,9,3.506
listless,1,8,1
lit,1,3,2.696
liter,1,5,1.954
literary,1,8,2.117
literate,1,8,1.255
literature,1,10,2.514
lithe,1,5,0.477
litigation,1,10,1.875
litter,1,6,2.303
little,2,6,4.868
live,1,4,4.245
lively,1,6,2.318
liver,1,5,2.863
lives,1,5,3.853
livestock,1,9,2.013
livid,1,5,1.362
living,2,6,3.902
living room,NA,11,1
lizard,1,6,2.394
llama,1,5,1.863
load,1,4,3.174
loads,1,5,2.265
loaf,1,4,2.36
loan,1,4,3.006
loath,1,5,0.778
loathe,1,6,2.029
loathing,1,8,1.415
lobby,1,5,2.812
lobe,1,4,1.982
lobotomy,1,8,1.748
lobster,1,7,2.574
local,1,5,3.328
locale,1,6,1.23
locate,1,6,2.72
location,1,8,3.102
lock,1,4,3.46
locked,1,6,3.427
locker,1,6,2.912
locomotive,1,10,1.623
lodge,1,5,2.534
loft,1,4,2.272
lofty,1,5,1.613
log,1,3,2.786
logic,1,5,2.535
logical,1,7,2.578
logistics,1,9,1.568
logo,NA,4,1
logs,1,4,2.269
lol,NA,3,1
lollipop,1,8,1.964
London,1,6,3.371
lone,1,4,2.43
loneliness,1,10,2.408
lonely,1,6,3.328
loner,1,5,2.201
lonesome,1,8,2.554
long,2,4,4.537
longer,1,6,3.703
longevity,1,9,1.462
long hair,NA,9,1
longing,1,7,2.164
loo,1,3,2.086
look,4,4,4.997
look at,NA,7,1
look for,NA,8,1
looking,2,7,4.344
lookout,1,7,2.358
looks,1,5,4.201
look up,NA,7,1
loom,1,4,1.342
looming,1,7,1.447
loony,1,5,2.093
loop,1,4,2.539
loopy,1,5,1.532
loose,1,5,3.329
loosen,1,6,2.452
loot,1,4,2.26
lord,2,4,3.848
Lord of the Rings,NA,17,1
lore,1,4,1.544
lorry,1,5,1.792
Los Angeles,NA,11,1
lose,1,4,3.923
loser,1,5,3.14
losing,1,6,3.435
loss,1,4,3.172
lost,1,4,4.145
lot,2,3,4.463
lotion,1,6,2.223
lots,1,4,3.487
lottery,1,7,2.538
loud,1,4,3.308
loudly,1,6,2.121
loudspeaker,1,11,1.681
Louisiana,1,9,2.356
lounge,1,6,2.604
louse,1,5,1.94
lousy,1,5,3.083
lovable,1,7,1.964
love,2,4,4.755
loved,1,5,3.75
lovely,1,6,3.686
lover,1,5,3.133
lovers,1,6,2.758
loving,1,6,3.106
low,1,3,3.48
lower,1,5,3.152
loyal,1,5,2.788
loyalty,1,7,2.775
LSD,NA,3,1
lube,NA,4,1
lubricant,1,9,1.556
lubricate,1,9,0.954
lubrication,1,11,1.146
lucid,1,5,1.819
luck,2,4,3.894
lucky,1,5,3.864
lug,1,3,2.124
luggage,1,7,2.754
lukewarm,1,8,1.398
lumber,1,6,2.104
lumberjack,1,10,1.462
lump,1,4,2.26
lumps,1,5,1.949
lumpy,1,5,1.954
lunar,1,5,2.025
lunatic,1,7,2.638
lunch,1,5,3.725
lung,1,4,2.624
lungs,1,5,2.733
lure,1,4,2.338
luscious,1,8,1.819
lush,1,4,1.785
lust,1,4,2.455
luster,1,6,1.23
luxurious,1,9,1.763
luxury,1,6,2.489
lychee,1,6,0.301
lying,1,5,3.651
lymph,1,5,1.176
lynch,1,5,2.412
lyrical,1,7,1.431
lyrics,1,6,2.415
m,NA,1,1
ma,1,2,3.977
Mac,NA,3,1
macaroni,1,8,2.223
mace,1,4,2.253
machete,1,7,1.732
machine,4,7,3.554
machine gun,NA,11,1
machinery,1,9,2.274
machines,1,8,2.85
macho,NA,5,1
macro,NA,5,1
mad,1,3,3.762
madam,NA,5,1
madame,NA,6,1
made,2,4,4.457
madly,1,5,2.193
madman,1,6,2.431
madness,1,7,2.635
Madonna,1,7,2.453
mafia,NA,5,1
magazine,1,8,3.229
magazines,1,9,2.719
magenta,1,7,1.518
maggot,1,6,1.914
magic,2,5,3.429
magical,1,7,2.667
magician,1,8,2.592
magma,1,5,1.279
magnet,1,6,2.149
magnetic,1,8,2.334
magnificent,1,11,2.829
magnify,1,7,1.491
magnifying glass,NA,16,1
magnitude,1,9,1.869
magpie,1,6,1.398
maid,1,4,3.066
maiden,1,6,2.452
mail,2,4,3.274
mailbox,1,7,2.328
mailman,1,7,2.17
maim,1,4,1.362
main,1,4,3.338
Maine,1,5,2.452
mainstream,1,10,1.806
maintain,1,8,2.821
maintenance,1,11,2.544
maize,1,5,1
majestic,1,8,1.851
majesty,1,7,3.27
major,1,5,3.728
majority,1,8,2.418
make,3,4,4.85
make believe,NA,12,1
maker,1,5,2.401
makeup,1,6,2.898
make up,NA,7,1
making,1,6,4.055
malaria,1,7,1.935
male,1,4,3.239
malevolent,1,10,1.279
malfunction,1,11,2.17
malice,1,6,1.785
malicious,1,9,1.909
mall,1,4,2.985
malleable,1,9,0.778
malt,1,4,1.929
mama,1,4,3.724
mammal,1,6,1.799
mammals,1,7,1.756
mammoth,1,7,1.613
man,3,3,4.974
manage,1,6,3.04
management,1,10,2.775
manager,1,7,3.309
mandarin,1,8,1.833
mandate,1,7,1.887
mandatory,1,9,2.104
mane,1,4,1.491
maneuver,1,8,2.158
mango,1,5,1.929
Manhattan,1,9,2.799
mania,1,5,1.724
maniac,1,6,2.681
manic,1,5,1.851
manipulate,1,10,2.25
manipulation,1,12,1.845
manipulative,1,12,1.924
mankind,1,7,2.651
manly,1,5,2.316
man-made,NA,8,1
manner,1,6,2.77
mannerism,1,9,0.477
manners,1,7,2.814
manor,1,5,2.243
mansion,1,7,2.518
manual,1,6,2.612
manufacture,1,11,2.097
manufacturer,1,12,1.964
manufacturing,1,13,1.94
manure,1,6,2.029
manuscript,1,10,2.14
many,2,4,4.263
map,1,3,3.211
maple,2,5,2.22
maple syrup,NA,11,1
maps,1,4,2.401
marathon,1,8,2.36
marauder,1,8,0.903
marble,1,6,2.426
March,NA,5,1
marching,1,8,2.525
Mardi Gras,NA,10,1
mare,1,4,2.173
margarine,1,9,1.518
margin,1,6,2.004
marijuana,1,9,2.435
marine,1,6,2.857
marines,1,7,2.692
Mario,1,5,1
marital,1,7,2.025
mark,2,4,3.622
marker,1,6,2.428
market,2,6,3.267
marketing,1,9,2.387
marking,1,7,1.919
marks,1,5,3.048
maroon,1,6,1.792
marriage,1,8,3.595
married,1,7,4.085
marrow,1,6,2.182
marry,1,5,3.726
Mars,1,4,2.729
marsh,1,5,2.255
marshmallow,1,11,1.892
marsupial,1,9,0.477
martial,2,7,2.473
martial art,NA,11,1
martini,1,7,2.608
martyr,1,6,2.124
marvelous,1,9,2.827
Marx,1,4,2.111
Marxist,1,7,1.342
Mary,1,4,3.652
mascara,1,7,1.813
masculine,1,9,2.1
mash,1,4,2.352
mashed,1,6,2.276
mask,1,4,3.005
masked,1,6,2.083
mason,1,5,2.851
masonry,1,7,0.778
mass,1,4,2.945
massacre,1,8,2.308
massage,1,7,2.753
masses,1,6,2.143
massive,1,7,2.707
mast,1,4,1.924
master,1,6,3.648
mastery,1,7,1.477
masturbate,1,10,1.799
masturbation,1,12,1.944
mat,1,3,2.253
match,1,5,3.402
mate,1,4,3.174
material,1,8,3.053
materialism,1,11,1.322
materials,1,9,2.332
maternal,1,8,1.881
matey,1,5,1.792
math,1,4,2.923
mathematical,1,12,1.914
mathematics,1,11,2.196
maths,1,5,0.903
matrimony,1,9,2.137
matrix,1,6,2.29
matter,1,6,4.277
mattress,1,8,2.529
mature,1,6,2.623
maturity,1,8,2.013
max,NA,3,1
maxim,1,5,1.819
maximum,1,7,2.599
may,1,3,4.416
maybe,1,5,4.674
mayhem,1,6,2.041
mayo,1,4,2.223
mayonnaise,1,10,2.064
mayor,1,5,3.203
maze,1,4,2.117
McDonald's,NA,10,1
me,3,2,5.673
meadow,1,6,2.068
meager,1,6,1.518
meal,1,4,3.168
mean,1,4,4.802
meander,1,7,0.602
meaning,1,7,3.28
meaningful,1,10,2.248
meaningless,1,11,2.396
meanness,1,8,1.431
means,1,5,4.047
measles,1,7,2.033
measure,1,7,2.731
measurement,1,11,1.447
measuring,1,9,2.104
meat,1,4,3.348
meatball,1,8,2.124
meatballs,1,9,2.064
meatloaf,NA,8,1
meaty,1,5,1.279
mechanic,1,8,2.413
mechanical,1,10,2.4
mechanics,1,9,2.093
mechanism,1,9,2.281
medal,1,5,2.772
media,1,5,3.056
median,1,6,1.322
mediate,1,7,1.176
medic,1,5,2.465
medical,1,7,3.443
medication,1,10,2.815
medicinal,1,9,1.505
medicine,1,8,3.242
medieval,1,8,2.182
mediocre,1,8,1.857
meditate,1,8,1.724
meditation,1,10,1.929
Mediterranean,1,13,2.086
medium,1,6,2.56
meek,1,4,1.949
meet,1,4,4.255
meeting,1,7,3.829
mega,NA,4,1
megaphone,1,9,1.204
meh,NA,3,1
melancholy,1,10,2.049
melee,1,5,1.176
mellow,1,6,2.188
melodious,1,9,0.954
melody,1,6,2.529
melon,1,5,2.34
melt,1,4,2.573
melted,1,6,2.305
melting,1,7,2.228
member,1,6,3.167
membership,1,10,2.22
membrane,1,8,1.763
meme,NA,4,1
memo,1,4,2.529
memorable,1,9,2.064
memorial,1,8,2.558
memories,1,8,3.054
memorize,1,8,2.173
memory,1,6,3.394
men,1,3,4.279
menace,1,6,2.281
mend,1,4,2.127
menopause,1,9,1.806
menstrual,1,9,1.447
menstruation,1,12,1.176
mental,3,6,3.001
mental health,NA,13,1
mental illness,NA,14,1
mentality,1,9,2.037
mentally,1,8,2.464
menthol,1,7,1.362
mention,1,7,3.482
mentor,1,6,2.253
menu,1,4,2.707
meow,1,4,2.179
merchandise,1,11,2.391
merchant,1,8,2.167
mercury,NA,7,1
mercy,1,5,3.111
merge,1,5,1.857
merit,1,5,2.24
mermaid,1,7,2.209
merry,1,5,3.3
mesh,1,4,1.556
mesmerize,1,9,0.301
mess,1,4,3.6
message,1,7,3.669
messenger,1,9,2.615
messy,1,5,2.545
metal,1,5,2.997
metallic,1,8,1.833
metamorphosis,1,13,1.462
metaphor,1,8,2.299
meteor,1,6,2.258
meteorite,1,9,1.623
meter,1,5,2.502
meth,NA,4,1
method,1,6,2.605
methodical,1,10,1.431
Methodist,1,9,1.491
meticulous,1,10,1.724
metric,1,6,1.415
metro,1,5,2.365
Mexican,1,7,2.796
Mexico,1,6,3.199
Miami,1,5,2.91
mice,1,4,2.526
Michael Jackson,NA,15,1
micro,NA,5,1
microbe,1,7,1.114
microphone,1,10,2.367
microscope,1,10,2.114
microscopic,1,11,1.771
Microsoft,NA,9,1
microwave,1,9,2.301
midday,1,6,1.633
middle,3,6,3.658
Middle Ages,NA,11,1
Middle East,NA,11,1
midget,1,6,2.373
midnight,1,8,3.161
Midwest,1,7,1.978
might,1,5,4.42
mighty,1,6,3.132
migraine,1,8,1.982
migrant,1,7,1.146
migrate,1,7,1.342
migration,1,9,1.532
mild,1,4,2.391
mildew,1,6,1.362
mile,1,4,3.03
mileage,1,7,2.009
miles,1,5,3.653
military,1,8,3.323
milk,1,4,3.337
milkman,1,7,1.69
milkshake,1,9,1.633
milky,2,5,1.982
Milky Way,NA,9,1
mill,1,4,2.688
millennium,1,10,2.342
million,1,7,3.789
millionaire,1,11,2.465
millions,1,8,3.06
mime,1,4,1.771
mimic,1,5,1.613
mince,1,5,1.447
mind,2,4,4.393
minded,1,6,1.857
mindful,1,7,1.415
mindless,1,8,1.944
mindset,NA,7,1
mine,1,4,4.107
Minecraft,NA,9,1
miner,1,5,1.875
mineral,1,7,2.124
minerals,1,8,1.756
mines,1,5,2.501
mingle,1,6,2.14
mini,1,4,2.267
miniature,1,9,2.111
minimal,1,7,2.045
minimize,1,8,1.74
minimum,1,7,2.619
mining,1,6,2.209
minion,1,6,1.681
minister,2,8,2.974
mink,1,4,2.279
minor,1,5,2.816
minority,1,8,2.057
minotaur,1,8,1.415
mint,1,4,2.444
mints,1,5,1.914
minty,NA,5,1
minus,1,5,2.604
minuscule,1,9,1.146
minute,1,6,4.285
minutes,1,7,4.144
miracle,1,7,3.134
mirage,1,6,1.903
mirror,1,6,3.091
misbehave,1,9,1.491
mischief,1,8,2.033
mischievous,1,11,1.362
miscommunication,NA,16,1
miser,1,5,1.415
miserable,1,9,3.04
misery,1,6,2.722
misfit,1,6,1.491
misfortune,1,10,2.137
misguided,1,9,1.935
mishear,1,7,0.477
mislead,1,7,1.591
misplaced,1,9,2.143
miss,1,4,4.378
misses,1,6,2.573
missile,1,7,2.827
missing,1,7,3.652
mission,1,7,3.38
missionary,1,10,2.041
mist,1,4,2.26
mistake,1,7,3.716
mistakes,1,8,3.048
mister,1,6,3.367
mistreat,NA,8,1
mistress,1,8,2.783
mistrust,1,8,1.518
misty,1,5,1.909
misunderstand,1,13,2.228
misunderstanding,1,16,2.626
misunderstood,1,13,2.453
misuse,1,6,1.462
mite,1,4,1.785
mitten,1,6,1.38
mittens,1,7,1.724
mix,2,3,2.922
mixed,1,5,3.038
mixer,1,5,1.748
mixture,1,7,2.104
mix up,NA,6,1
moan,1,4,1.987
moaning,1,7,2.391
moat,1,4,1.785
mob,1,3,2.82
mobile,2,6,2.582
mobile phone,NA,12,1
mobility,1,8,1.556
mobster,1,7,1.643
mock,1,4,2.439
mockingbird,1,11,1.785
mode,1,4,2.422
model,2,5,3.214
moderate,1,8,1.806
modern,1,6,2.969
modest,1,6,2.479
modesty,1,7,1.959
modification,1,12,1.643
modify,1,6,1.708
moist,1,5,1.968
moisture,1,8,1.799
moisturizer,NA,11,1
molasses,1,8,1.724
mold,1,4,2.342
moldy,NA,5,1
mole,1,4,2.615
molecular,1,9,2.13
molecule,1,8,1.613
mollusk,NA,7,1
molten,1,6,1.778
mom,1,3,4.341
moment,1,6,3.979
momentum,1,8,1.944
mommy,1,5,3.558
monarch,1,7,1.633
monarchy,1,8,1.544
monastery,1,9,2.279
Monday,1,6,3.23
monetary,1,8,1.724
money,2,5,4.514
mongoose,1,8,1.532
moniker,NA,7,1
monitor,1,7,2.826
monk,1,4,2.576
monkey,1,6,3.233
monkeys,1,7,2.608
monks,1,5,2.137
monocle,1,7,1.079
monologue,1,9,1.771
monopoly,1,8,2.152
monotonous,1,10,1.643
monotony,1,8,1.255
monsoon,1,7,1.613
monster,1,7,3.297
month,1,5,3.686
monthly,1,7,2.185
months,1,6,3.92
monument,1,8,2.072
moo,1,3,2.029
mood,2,4,3.24
moody,1,5,2.064
moon,2,4,3.406
moonlight,1,9,2.55
moonshine,1,9,1.699
Moore,1,5,2.595
moose,1,5,2.452
mop,1,3,2.326
moral,1,5,2.839
morality,1,8,2.279
morals,1,6,2.176
morbid,1,6,2.124
more,1,4,4.821
morgue,1,6,2.644
Mormon,1,6,2.064
morning,1,7,4.35
moron,1,5,2.878
moronic,1,7,1.748
morose,1,6,1.279
morphine,1,8,2.521
Morse,1,5,2.152
morsel,1,6,1.518
mortal,1,6,2.689
mortality,1,9,1.892
mortar,1,6,2.072
mortgage,1,8,2.48
mortified,1,9,1.716
mosaic,1,6,1.38
Moses,1,5,2.562
mosque,1,6,1.785
mosquito,1,8,1.973
moss,1,4,2.164
most,1,4,4.253
mostly,1,6,3.124
mote,1,4,1.114
motel,1,5,2.967
moth,1,4,2.068
mother,1,6,4.389
motherfucker,NA,12,1
motherly,1,8,1.38
mothers,1,7,2.795
motif,1,5,1.532
motion,1,6,2.986
motionless,1,10,1.255
motivate,1,8,1.74
motivated,1,9,2.201
motivation,1,10,2.182
motive,1,6,2.83
motor,1,5,2.827
motorbike,1,9,1.591
motorcycle,1,10,2.659
motorway,1,8,0.903
motto,1,5,2.417
mound,1,5,1.892
mount,1,5,2.777
mountain,1,8,3.257
mountaineer,1,11,1.799
mountains,1,9,2.979
mourn,1,5,2.114
mourning,1,8,2.245
mouse,1,5,2.989
mousse,1,6,1.778
mouth,1,5,3.726
movable,1,7,1.204
move,2,4,4.329
movement,1,8,2.88
move on,NA,7,1
movie,2,5,3.797
movies,1,6,3.37
movie star,NA,10,1
moving,1,6,3.786
mow,1,3,2.072
mower,1,5,1.881
Mozart,1,6,2.255
mozzarella,NA,10,1
Mr,NA,2,1
Mrs,NA,3,1
much,2,4,4.696
muck,1,4,1.991
mucous,1,6,1.322
mucus,1,5,1.491
mud,1,3,2.879
muddle,1,6,1.362
muddled,1,7,1.279
muddy,1,5,2.188
muff,1,4,1.699
muffin,1,6,2.474
muffled,1,7,2.199
mug,1,3,2.544
muggy,1,5,0.778
mule,1,4,2.555
multicultural,NA,13,1
multiple,1,8,2.733
multiplication,1,14,1.176
multiply,1,8,2
multitude,1,9,1.477
mum,1,3,3.045
mumble,1,6,1.613
mummy,1,5,2.7
mumps,1,5,1.785
munch,1,5,1.643
mundane,1,7,1.623
muppet,NA,6,1
murder,1,6,3.757
murderer,1,8,3.132
murky,1,5,1.505
murmur,1,6,1.69
murmuring,1,9,1.949
muscle,1,6,2.842
muscles,1,7,2.587
muscular,1,8,1.903
muse,1,4,1.996
museum,1,6,2.974
mush,1,4,2.158
mushroom,1,8,2.041
mushrooms,1,9,2.164
mushy,1,5,1.892
music,1,5,3.889
musical,2,7,2.827
musical instrument,NA,18,1
musician,1,8,2.49
musk,1,4,1.447
musky,1,5,0.903
Muslim,1,6,2.086
mussel,1,6,1.176
Mussolini,1,9,1.778
must,1,4,4.552
mustache,1,8,2.403
mustang,1,7,2.245
mustard,1,7,2.518
musty,1,5,1.415
mutant,1,6,2.265
mute,1,4,2.107
mutiny,1,6,2.104
mutter,1,6,1.362
mutton,1,6,1.613
mutual,1,6,2.567
my,1,2,5.538
myriad,1,6,1.462
myself,1,6,4.242
mysterious,1,10,2.884
mystery,1,7,3.069
mystic,1,6,1.875
mystical,1,8,2.161
myth,1,4,2.548
mythical,1,8,1.663
mythology,1,9,2.009
n,NA,1,1
nacho,NA,5,1
nada,NA,4,1
nag,1,3,2.049
nail,2,4,2.979
nail polish,NA,11,1
nails,1,5,2.751
naive,1,5,2.518
naked,1,5,3.302
name,1,4,4.515
nana,NA,4,1
nanny,1,5,2.726
nap,1,3,2.81
napkin,1,6,2.267
nappy,1,5,1.613
narcissistic,1,12,1.518
narcotics,1,9,2.42
narrative,1,9,1.732
narrow,1,6,2.555
NASA,NA,4,1
nasal,1,5,2.029
nasty,1,5,3.062
nation,1,6,3.019
national,1,8,3.289
nationalism,1,11,1.114
nationalist,1,11,1.114
nationality,1,11,1.633
nations,1,7,2.588
native,3,6,2.625
Native American,NA,15,1
Native Americans,NA,16,1
natives,1,7,2.337
nativity,1,8,1.279
natural,1,7,3.335
naturally,1,9,3.097
nature,1,6,3.362
naughty,1,7,2.719
nausea,1,6,2.045
nauseous,1,8,2.201
nautical,1,8,1.663
naval,1,5,2.467
navel,1,5,1.806
navigate,1,8,1.996
navigation,1,10,1.944
navigator,1,9,2.14
navy,1,4,3.118
Nazi,1,4,2.545
Neanderthal,1,11,1.845
near,1,4,3.627
nearby,1,6,2.629
nearly,1,6,3.236
neat,1,4,2.804
neatness,1,8,1.279
nebula,1,6,1.881
nebulous,1,8,0.602
necessary,1,9,3.37
necessity,1,9,2.17
neck,1,4,3.482
necklace,1,8,2.697
necktie,1,7,1.792
nectarine,1,9,0.602
need,1,4,4.82
needed,1,6,3.683
needing,1,7,2.616
needle,1,6,2.785
needles,1,7,2.422
needless,1,8,2.068
needy,1,5,2.193
negate,1,6,1.279
negation,1,8,0.778
negative,1,8,3.117
negatively,1,10,1.176
neglect,1,7,1.94
negligent,1,9,1.716
negotiate,1,9,2.535
negotiation,1,11,2.072
neighbor,1,8,2.937
neighborhood,1,12,3.272
neither,1,7,3.538
nemesis,1,7,1.663
neon,1,4,2.167
nephew,1,6,2.928
Neptune,1,7,2.137
nerd,NA,4,1
nerdy,NA,5,1
nerve,1,5,3.069
nerves,1,6,2.748
nervous,2,7,3.535
nervousness,1,11,1.491
nervous system,NA,14,1
nest,1,4,2.754
net,1,3,2.9
network,1,7,2.926
networking,NA,10,1
neurology,1,9,1.38
neuron,1,6,0.903
neurotic,1,8,2.137
neurotransmitter,NA,16,1
neuter,1,6,1.613
neutral,1,7,2.334
neutron,1,7,1.806
never,1,5,4.842
nevertheless,1,12,2.48
new,6,3,4.567
newbie,NA,6,1
newborn,1,7,2.111
New England,NA,11,1
New Orleans,NA,11,1
news,2,4,3.924
