Word,Occurrences,Length,LgSUBTLWF
squash,1,6,2.35
squat,1,5,2.207
squawk,1,6,1.944
squeak,1,6,2.086
squeal,1,6,2.137
squeeze,1,7,2.886
squid,1,5,2.152
squint,1,6,1.716
squirm,1,6,1.633
squirrel,1,8,2.447
squirt,1,6,2.149
squish,NA,6,1
squishy,NA,7,1
stab,1,4,2.651
stability,1,9,1.959
stable,1,6,2.829
stack,1,5,2.494
stadium,1,7,2.495
staff,1,5,3.213
stag,1,4,1.914
stage,1,5,3.366
stagger,1,7,1.491
stagnant,1,8,1.176
stain,1,5,2.501
stair,1,5,1.845
staircase,1,9,1.954
stairs,1,6,3.084
stairway,1,8,1.914
stake,1,5,2.928
stale,1,5,2.176
Stalin,1,6,1.898
stalk,1,5,1.94
stalker,1,7,2.279
stalking,1,8,2.431
stall,1,5,2.661
stallion,1,8,2.215
stamen,1,6,0.699
stamina,1,7,1.914
stamp,1,5,2.481
stamps,1,6,2.428
stance,1,6,1.987
stand,2,5,4.062
standard,1,8,2.974
standards,1,9,2.567
standing,1,8,3.602
stand up,NA,8,1
staple,1,6,1.763
stapler,1,7,1.653
star,4,4,3.618
starboard,1,9,2.525
starch,1,6,1.845
stare,1,5,2.707
starfish,1,8,1.591
staring,1,7,3.078
stark,1,5,2.521
stars,1,5,3.372
start,1,5,4.239
starter,1,7,2.146
starting,1,8,3.551
startle,1,7,1.785
Star Trek,NA,9,1
starvation,1,10,1.881
starve,1,6,2.498
starved,1,7,2.375
starving,1,8,2.938
Star Wars,NA,9,1
stash,1,5,2.412
state,2,5,3.74
stately,1,7,1.38
statement,1,9,3.174
state of mind,NA,13,1
states,1,6,3.441
static,1,6,2.406
station,1,7,3.606
stationary,1,10,1.699
stationery,1,10,1.851
statistic,1,9,1.505
statistics,1,10,2.225
statue,1,6,2.733
stature,1,7,1.935
status,1,6,2.876
stay,1,4,4.42
steadfast,1,9,1.362
steady,1,6,3.064
steak,1,5,2.919
steakhouse,NA,10,1
steal,1,5,3.435
stealing,1,8,3.102
stealth,1,7,2.155
stealthy,1,8,1.204
steam,1,5,2.837
steamy,1,6,1.672
steed,1,5,2.117
steel,1,5,2.974
steep,1,5,2.1
steeple,1,7,1.342
steer,1,5,2.486
steering,2,8,2.318
steering wheel,NA,14,1
stellar,1,7,1.623
stem,1,4,2.061
stench,1,6,2.057
stencil,1,7,1
step,1,4,3.782
stepmother,1,10,2.337
steps,1,5,3.1
stereo,1,6,2.484
stereotype,1,10,1.568
sterile,1,7,2.049
sterling,1,8,2.057
stern,1,5,2.516
steroid,1,7,1.322
steroids,1,8,2.117
stethoscope,1,11,1.69
Steve,1,5,3.549
stew,1,4,2.517
steward,1,7,2.149
stewardess,1,10,2.209
stick,2,5,3.695
sticker,1,7,2.155
stickleback,1,11,1
sticks,1,6,2.842
sticky,1,6,2.467
stiff,1,5,2.719
stifle,1,6,1.204
stigma,1,6,1.447
still,1,5,4.604
stimulant,1,9,1.431
stimulate,1,9,1.851
stimulation,1,11,1.851
stimuli,1,7,1.602
stimulus,1,8,1.431
sting,1,5,2.555
stinger,1,7,1.663
stinging,1,8,1.672
stingray,1,8,1.204
stingy,1,6,1.806
stink,1,5,2.829
stinky,1,6,2.263
stipend,1,7,1.362
stir,1,4,2.48
stitch,1,6,2.582
stock,2,5,3.114
stocking,1,8,2.13
stockings,1,9,2.281
stock market,NA,12,1
stocks,1,6,2.32
stocky,1,6,1
stoic,1,5,1.342
stoke,1,5,1.785
stole,1,5,3.433
stolen,1,6,3.243
stomach,1,7,3.237
stomp,1,5,2.137
stone,1,5,3.317
stoned,1,6,2.406
stones,1,6,2.765
stool,1,5,2.255
stoop,1,5,2.1
stop,2,4,4.557
stoplight,NA,9,1
stopped,1,7,3.585
stopper,1,7,1.431
stopping,1,8,3.028
storage,1,7,2.656
store,2,5,3.621
stories,1,7,3.346
stork,1,5,1.924
storm,1,5,3.197
stormy,1,6,1.875
story,1,5,4.052
stout,1,5,1.732
stove,1,5,2.589
stow,1,4,1.813
straight,1,8,3.796
straighten,1,10,2.757
straightforward,1,15,2.013
strain,1,6,2.559
strainer,1,8,1.176
strand,1,6,1.978
stranded,1,8,2.188
strange,1,7,3.644
stranger,1,8,3.139
strangle,1,8,2.35
strangulation,1,13,1.699
strap,1,5,2.422
strategic,1,9,2.124
strategy,1,8,2.684
straw,1,5,2.504
strawberries,1,12,2.303
strawberry,1,10,2.452
stray,1,5,2.436
streak,1,6,2.471
stream,1,6,2.614
street,2,6,3.878
streets,1,7,3.207
strength,1,8,3.275
strengthen,1,10,1.919
strenuous,1,9,1.491
stress,1,6,2.901
stressed,1,8,2.453
stressful,1,9,2.111
stretch,1,7,2.874
stretchy,1,8,1.301
strict,1,6,2.555
stride,1,6,2.033
strife,1,6,1.935
strike,1,6,3.366
striking,1,8,2.352
string,1,6,2.811
strings,1,7,2.622
strip,1,5,2.904
stripe,1,6,1.875
striped,1,7,1.944
stripes,1,7,2.509
stripper,1,8,2.428
striptease,1,10,1.544
strive,1,6,1.833
stroke,1,6,2.825
strokes,1,7,2.104
stroll,1,6,2.326
stroller,1,8,1.663
strong,1,6,3.647
stronger,1,8,2.989
structure,1,9,2.716
struggle,1,8,2.834
stub,1,4,1.699
stubble,1,7,1.279
stubborn,1,8,2.744
stuck,3,5,3.531
stuck up,NA,8,1
stuck-up,NA,8,1
stud,1,4,2.55
student,1,7,3.342
students,1,8,3.195
studies,1,7,2.679
studio,1,6,3.076
studios,1,7,2.104
studious,1,8,0.845
study,1,5,3.398
studying,1,8,2.995
stuff,1,5,4.195
stuffed,1,7,2.645
stuffer,NA,7,1
stuffing,1,8,2.22
stuffy,1,6,2.269
stumble,1,7,2.004
stump,1,5,2.1
stun,1,4,1.987
stunning,1,8,2.322
stunt,1,5,2.672
stunted,1,7,1.204
stupendous,1,10,1.532
stupid,1,6,3.973
stupidity,1,9,2.215
sturdy,1,6,1.94
stutter,1,7,1.987
sty,1,3,1.301
style,1,5,3.186
stylish,1,7,2.045
stylist,1,7,1.653
suave,1,5,1.681
sub,1,3,2.592
subconscious,1,12,2.13
subdue,1,6,1.623
subject,1,7,3.276
subjective,1,10,1.763
sublime,1,7,1.875
subliminal,1,10,1.568
submarine,1,9,2.56
submerge,1,8,1.322
submission,1,10,1.748
submissive,1,10,1.663
submit,1,6,2.452
subordinate,1,11,1.505
subscription,1,12,1.839
subsequent,1,10,1.813
substance,1,9,2.562
substitute,1,10,2.378
subtitle,1,8,1.724
subtle,1,6,2.55
subtlety,1,8,1.613
subtract,1,8,1.462
subtraction,1,11,1.041
suburb,1,6,1.491
suburban,1,8,2.072
suburbia,1,8,1.591
subway,1,6,2.738
succeed,1,7,2.684
success,1,7,3.143
successful,1,10,3.016
succor,1,6,1.041
succumb,1,7,1.301
such,1,4,4.172
suck,2,4,3.25
sucker,1,6,2.922
sucks,1,5,3.097
suck up,NA,7,1
suction,1,7,2.459
sudden,1,6,3.232
suddenly,1,8,3.456
suds,1,4,1.398
sue,1,3,3.176
suede,1,5,1.968
suffer,1,6,3.06
suffering,1,9,2.997
sufficient,1,10,2.387
suffocate,1,9,1.892
suffocation,1,11,1.591
sugar,3,5,3.285
sugar cane,NA,10,1
sugary,1,6,1.204
suggest,1,7,3.301
suggestion,1,10,2.795
suicide,1,7,3.243
suit,1,4,3.544
suitable,1,8,2.394
suitcase,1,8,2.835
suite,1,5,2.929
suits,1,5,2.952
sulfur,1,6,1.785
sullen,1,6,1.477
sultan,1,6,2.217
sultry,1,6,1.176
sum,1,3,2.719
summary,1,7,1.935
summer,1,6,3.603
summertime,1,10,1.792
summit,1,6,2.233
sumo,NA,4,1
sun,1,3,3.551
sunburn,1,7,1.532
sundae,1,6,1.914
Sunday,1,6,3.344
sunflower,1,9,1.544
sunglasses,1,10,2.305
sunlight,1,8,2.375
sunny,1,5,2.593
sunrise,1,7,2.491
sunscreen,NA,9,1
sunset,1,6,2.722
sunshine,1,8,2.782
super,2,5,3.126
superb,1,6,2.17
Super Bowl,NA,10,1
superego,1,8,0.699
superficial,1,11,2.173
superfluous,1,11,1.38
superhero,NA,9,1
superior,1,8,2.822
superiority,1,11,1.833
superlative,1,11,0.778
Superman,NA,8,1
supermarket,1,11,2.408
supernatural,1,12,2.354
superstar,1,9,2.245
superstition,1,12,2.025
supervise,1,9,1.996
supervisor,1,10,2.484
supper,1,6,2.995
supple,1,6,1.505
supplement,1,10,1.771
supply,1,6,2.979
support,1,7,3.413
supporter,1,9,1.58
supportive,1,10,2.377
suppose,1,7,3.807
supposed,1,8,4.109
suppress,1,8,1.887
supreme,1,7,2.651
sure,3,4,4.749
surely,1,6,3.149
surf,1,4,2.512
surface,1,7,2.969
surfboard,1,9,1.681
surfer,1,6,1.924
surfing,1,7,2.364
surge,1,5,1.978
surgeon,1,7,2.924
surgery,2,7,3.218
surgical,1,8,2.613
surmount,1,8,0.778
surname,1,7,1.69
surpass,1,7,1.279
surplus,1,7,2.021
surprise,1,8,3.657
surprised,1,9,3.449
surprising,1,10,2.489
surreal,1,7,1.763
surrender,1,9,2.898
surround,1,8,2.196
surrounded,1,10,2.831
surrounding,1,11,2.286
surroundings,1,12,2.033
surveillance,1,12,2.979
survey,1,6,2.358
survival,1,8,2.713
survive,1,7,3.187
survivor,1,8,2.346
sushi,1,5,2.348
suspect,1,7,3.353
suspend,1,7,2.152
suspended,1,9,2.573
suspenders,1,10,1.643
suspense,1,8,2.061
suspicion,1,9,2.573
suspicious,1,10,2.912
sustain,1,7,2.137
sustenance,1,10,1.477
swabs,1,5,1.643
swag,1,4,1.415
swallow,1,7,2.813
swamp,1,5,2.662
swan,1,4,2.543
swanky,1,6,1.146
swap,1,4,2.269
swarm,1,5,1.839
swatter,1,7,1.079
sway,1,4,2.114
swear,1,5,3.653
sweat,1,5,3.048
sweater,1,7,2.848
sweating,1,8,2.623
sweatpants,NA,10,1
sweatshirt,1,10,2.083
sweatshop,1,9,1.462
sweaty,1,6,2.356
Sweden,1,6,2.124
Swedish,1,7,2.303
sweep,1,5,2.687
sweeping,1,8,2.233
sweet,1,5,3.87
sweetheart,1,10,3.515
sweetie,1,7,3.437
sweetness,1,9,2.225
sweets,1,6,2.09
swell,1,5,3.026
swelling,1,8,2.209
swerve,1,6,1.544
swift,1,5,2.297
swim,1,4,3.21
swimmer,1,7,2.281
swimming,2,8,3.009
swimming pool,NA,13,1
swimsuit,1,8,2.009
swine,1,5,2.356
swing,1,5,3.123
swinging,1,8,2.497
swings,1,6,2.258
swipe,1,5,1.919
swirl,1,5,1.672
swish,1,5,1.919
Swiss,1,5,2.508
switch,1,6,3.157
swollen,1,7,2.22
swoon,1,5,1.505
swoop,1,5,1.898
sword,1,5,3.126
swordfish,1,9,1.724
swords,1,6,2.344
symbol,1,6,2.643
symmetry,1,8,1.623
sympathetic,1,11,2.29
sympathize,1,10,1.903
sympathy,1,8,2.63
symphony,1,8,2.26
symptom,1,7,1.987
synagogue,1,9,1.699
synapse,NA,7,1
syndrome,1,8,2.506
synonym,1,7,1
synopsis,1,8,1.176
synthesizer,1,11,1.447
synthetic,1,9,2.111
syringe,1,7,2
syrup,2,5,2.417
system,4,6,3.669
systematic,1,10,1.491
tab,1,3,2.47
table,1,5,3.731
tablecloth,1,10,1.69
tables,1,6,2.778
tablespoon,1,10,1
tablet,1,6,1.887
taboo,1,5,1.799
tack,1,4,2.037
tackle,1,6,2.342
tacky,1,5,2.13
taco,NA,4,1
tact,1,4,1.756
tactful,1,7,1.477
tactic,1,6,1.903
tactics,1,7,2.384
tactile,1,7,1.279
tactless,1,8,1.176
tad,NA,3,1
tadpole,1,7,1.491
tag,1,3,2.851
tail,1,4,3.086
tailor,1,6,2.33
tails,1,5,2.464
taint,1,5,1.613
take,6,4,4.984
takeaway,1,8,0.845
take away,NA,9,1
taken,1,5,3.849
take off,NA,8,1
take out,NA,8,1
takeover,1,8,1.909
take over,NA,9,1
take part,NA,9,1
taker,1,5,1.672
taking,1,6,4.089
talc,1,4,1.114
tale,2,4,2.788
talent,1,6,3.125
talented,1,8,2.765
tales,2,5,2.556
talk,1,4,4.639
talkative,1,9,1.672
talker,1,6,1.964
talking,1,7,4.405
tall,1,4,3.217
taller,1,6,2.455
tamale,1,6,1.114
tambourine,1,10,1.663
tame,1,4,2.146
Tampa,NA,5,1
tampon,1,6,1.544
tan,1,3,2.643
tandem,1,6,1.279
tangent,1,7,1.301
tangerine,1,9,1.591
tangible,1,8,1.756
tango,1,5,2.439
tangy,1,5,1.255
tank,2,4,3.116
tantrum,1,7,1.663
tap,1,3,2.877
tape,3,4,3.546
tapioca,1,7,1.505
taps,1,4,2.117
tar,1,3,2.207
tardy,1,5,1.771
target,1,6,3.287
tarmac,1,6,1.362
tarnish,1,7,1.301
tarot,1,5,1.792
tarp,NA,4,1
tarry,1,5,1.38
tart,1,4,2.09
tartan,1,6,1.23
Tarzan,1,6,2.696
task,1,4,2.813
tasks,1,5,1.935
taste,1,5,3.418
tasteless,1,9,1.663
tasty,1,5,2.509
tattered,1,8,1.114
tattle,1,6,0.954
tattoo,1,6,2.786
taught,1,6,3.35
taunt,1,5,1.518
taut,1,4,1.556
tavern,1,6,2.201
tax,1,3,2.871
taxation,1,8,1.204
taxes,1,5,2.697
taxi,1,4,3.12
tea,2,3,3.476
teach,1,5,3.57
teacher,1,7,3.454
teachers,1,8,2.765
teaching,1,8,3.005
team,1,4,3.877
teamwork,1,8,2.013
Tea Party,NA,9,1
teapot,1,6,1.653
tear,2,4,3.139
tear down,NA,9,1
tears,1,5,3.057
tease,1,5,2.464
teaser,1,6,1.176
teaspoon,1,8,1.398
tech,1,4,2.514
technical,1,9,2.624
technician,1,10,2.124
technique,1,9,2.66
technology,1,10,2.882
tectonic,NA,8,1
teddy,2,5,2.91
teddy bear,NA,10,1
tedious,1,7,1.869
tee,1,3,2.045
teen,1,4,2.322
teenage,1,7,2.545
teenager,1,8,2.546
teenagers,1,9,2.334
teens,1,5,2
teeny,1,5,2.111
teepee,NA,6,1
teeth,1,5,3.388
telegram,1,8,2.674
telegraph,1,9,2.225
telepathy,1,9,1.681
telephone,1,9,3.218
telescope,1,9,2.179
television,1,10,3.238
tell,1,4,4.944
teller,2,6,2.121
telling,1,7,3.988
temper,1,6,2.766
temperature,1,11,2.847
template,1,8,1.342
temple,1,6,2.952
tempo,1,5,1.94
temporary,1,9,2.824
tempt,1,5,2.114
temptation,1,10,2.337
tempting,1,8,2.19
ten,1,3,3.869
tenacious,1,9,1.415
tenant,1,6,2.193
tend,1,4,2.797
tendency,1,8,2.143
tender,1,6,2.657
tenderness,1,10,2.114
tendon,1,6,1.477
tenet,1,5,0.845
tennis,1,6,2.843
tenor,1,5,1.903
tense,1,5,2.719
tension,1,7,2.64
tent,1,4,2.951
tentacle,1,8,1.146
tentacles,1,9,1.756
tentative,1,9,1.415
tenure,1,6,1.959
tepee,1,5,1.447
tepid,1,5,1.114
tequila,1,7,2.477
term,1,4,2.95
terminal,1,8,2.592
terminate,1,9,2.149
termination,1,11,1.839
terminator,NA,10,1
termite,1,7,1.591
termites,1,8,1.875
terms,1,5,3.057
terrace,1,7,2.24
terrain,1,7,2.064
terrible,1,8,3.681
terrific,1,8,3.33
terrified,1,9,2.689
terrify,1,7,1.415
terrifying,1,10,2.338
territory,1,9,2.874
terror,1,6,2.663
terrorism,1,9,2.322
terrorist,1,9,2.791
terse,1,5,0.954
test,2,4,3.632
testament,1,9,2.083
testicles,1,9,2.1
testify,1,7,2.86
testimony,1,9,2.877
testing,1,7,2.888
testosterone,NA,12,1
tests,1,5,3.079
test tube,NA,9,1
Texas,1,5,3.155
text,1,4,2.428
textbook,1,8,2.053
textile,1,7,1.415
texture,1,7,1.929
Thailand,1,8,2.182
than,1,4,4.576
thank,2,5,4.755
thankful,1,8,2.439
thanks,1,6,4.502
Thanksgiving,1,12,2.978
thank you,NA,9,1
that,1,4,5.857
thaw,1,4,1.914
the,2,3,6.177
theater,1,7,3.089
thee,1,4,3.123
theft,1,5,2.538
their,1,5,4.524
theirs,1,6,2.598
them,1,4,4.958
theme,2,5,2.852
theme park,NA,10,1
then,1,4,4.881
theology,1,8,1.568
theorem,1,7,1.255
theorize,1,8,1.041
theory,1,6,3.164
therapist,1,9,2.687
therapy,1,7,2.975
there,1,5,5.346
therefore,1,9,3.025
thermometer,1,11,2.053
thesaurus,1,9,1.322
thesis,1,6,2.243
they,1,4,5.321
thick,1,5,2.854
thicken,1,7,0.778
thicket,1,7,1.398
thickness,1,9,1.431
thief,1,5,3.093
thigh,1,5,2.283
thimble,1,7,1.176
thin,1,4,3.013
thing,1,5,4.745
things,1,6,4.548
think,2,5,5.138
think about,NA,11,1
thinker,1,7,1.785
thinking,1,8,4.157
third,2,5,3.58
third world,NA,11,1
thirst,1,6,2.281
thirsty,1,7,2.798
thirteen,1,8,2.43
thirty,1,6,2.943
this,1,4,5.609
thong,1,5,2.033
thorn,1,5,2.417
thorns,1,6,1.903
thorny,1,6,1.568
thorough,1,8,2.382
thou,1,4,3.059
though,1,6,3.967
thought,1,7,4.615
thoughtful,1,10,2.601
thoughtless,1,11,1.857
thoughts,1,8,3.232
thousand,1,8,3.548
thread,1,6,2.422
threat,1,6,3.025
threaten,1,8,2.639
threatening,1,11,2.778
three,1,5,4.442
threshold,1,9,2.152
thrift,1,6,1.362
thrifty,1,7,1.23
thrill,1,6,2.634
thrilled,1,8,2.752
thriller,1,8,1.845
thrilling,1,9,2.233
thrive,1,6,1.954
throat,2,6,3.264
throb,1,5,1.114
throbbing,1,9,1.785
throne,1,6,2.645
throttle,1,8,2.079
through,2,7,4.448
throw,4,5,3.818
throw away,NA,10,1
throw out,NA,9,1
throw up,NA,8,1
thrust,1,6,2.297
thud,1,4,2
thug,1,4,2.253
thumb,1,5,2.781
thump,1,5,2
thunder,1,7,2.833
Thursday,1,8,3.091
thus,1,4,2.799
thyme,1,5,1.041
thyroid,1,7,1.462
tiara,1,5,1.964
tic,1,3,1.892
tick,1,4,2.569
ticket,2,6,3.366
tickle,1,6,2.391
ticklish,1,8,1.771
tide,1,4,2.575
tidy,1,4,2.279
tie,1,3,3.356
tied,1,4,3.135
ties,1,4,2.702
tiger,1,5,2.976
tight,1,5,3.415
tighten,1,7,2.167
tights,1,6,2.134
tile,1,4,2.037
tiles,1,5,1.935
till,1,4,3.93
tilt,1,4,2.057
timber,1,6,2.107
time,4,4,5
timeless,1,8,1.653
timeline,NA,8,1
timely,1,6,1.748
timer,1,5,2.505
times,1,5,4.05
timetable,1,9,1.919
timid,1,5,1.892
timing,1,6,2.884
tin,2,3,2.645
tin foil,NA,8,1
tingle,1,6,1.756
tingly,NA,6,1
tinker,1,6,2.057
tint,1,4,1.204
tiny,1,4,3.216
tip,1,3,3.149
tips,2,4,2.67
tipsy,1,5,1.532
tiptoe,1,6,1.663
tire,1,4,2.801
tired,1,5,3.759
tiredness,1,9,0.477
tires,1,5,2.692
tiresome,1,8,1.875
tiring,1,6,1.785
tissue,1,6,2.739
tit,1,3,2.236
Titanic,NA,7,1
title,1,5,2.977
tits,1,4,2.798
to,5,2,6.063
toad,1,4,2.464
toast,2,5,3.232
toaster,1,7,2.299
toasty,NA,6,1
tobacco,1,7,2.553
to be,NA,5,1
today,1,5,4.345
toddler,1,7,1.613
to do,NA,5,1
toe,1,3,2.812
toenail,1,7,1.653
toes,2,4,2.805
toffee,1,6,1.362
tofu,1,4,2.14
toga,1,4,1.681
together,3,8,4.291
togetherness,1,12,1.477
toil,1,4,1.716
toilet,2,6,3.169
toilet paper,NA,12,1
token,1,5,2.314
told,1,4,4.552
tolerance,1,9,2.117
tolerant,1,8,1.819
tolerate,1,8,2.55
Tolkien,NA,7,1
toll,1,4,2.236
Tom,1,3,3.747
tomahawk,1,8,1.362
tomato,2,6,2.48
tomatoes,1,8,2.344
tomato sauce,NA,12,1
tomb,1,4,2.459
tombstone,1,9,2.041
tomorrow,1,8,4.234
ton,1,3,2.583
tone,1,4,2.935
tongs,1,5,1.613
tongue,1,6,3.201
tonic,1,5,2.292
tonight,1,7,4.323
tons,1,4,2.682
Tony,1,4,3.545
too,3,3,4.845
took,1,4,4.242
tool,1,4,2.74
tools,1,5,2.754
too many,NA,8,1
too much,NA,8,1
toot,1,4,1.909
tooth,1,5,2.841
toothache,1,9,1.771
toothbrush,1,10,2.408
toothpaste,1,10,2.207
toothpick,1,9,1.724
top,3,3,3.833
top hat,NA,7,1
topic,1,5,2.435
topping,1,7,1.663
tops,1,4,2.575
Torah,NA,5,1
torch,1,5,2.406
torment,1,7,2.146
torn,1,4,2.744
tornado,1,7,2.117
torpedo,1,7,2.514
torque,1,6,1.58
torso,1,5,1.978
tortilla,1,8,1.23
tortoise,1,8,1.763
torture,1,7,2.91
toss,1,4,2.801
tot,1,3,1.74
total,1,5,3.284
totally,1,7,3.641
tote,1,4,1.748
toucan,1,6,0.699
touch,2,5,3.877
touchdown,1,9,2.405
touching,1,8,2.949
touchy,1,6,2.207
tough,1,5,3.664
toughness,1,9,1.176
tour,1,4,3.196
tourism,1,7,1.532
tourist,1,7,2.377
tourists,1,8,2.442
tournament,1,10,2.667
tow,1,3,2.471
toward,1,6,3.068
towards,1,7,3.146
towel,2,5,2.859
tower,1,5,3.067
towering,1,8,1.518
town,1,4,4.102
toxic,1,5,2.4
toxins,1,6,1.724
toy,1,3,2.934
toys,1,4,2.829
trace,1,5,2.996
track,1,5,3.454
tracks,1,6,2.932
tracksuit,1,9,0.699
tractor,1,7,2.281
trade,1,5,3.254
trademark,1,9,1.881
trader,1,6,1.909
tradesman,1,9,0.845
tradition,1,9,2.844
traditional,1,11,2.619
traffic,3,7,3.163
traffic jam,NA,11,1
traffic light,NA,13,1
tragedy,1,7,2.86
tragic,1,6,2.796
trail,1,5,2.991
trailer,1,7,2.763
train,1,5,3.686
trained,1,7,2.984
trainee,1,7,1.839
trainer,1,7,2.455
training,1,8,3.254
trains,1,6,2.62
trait,1,5,1.748
traitor,1,7,2.733
tram,1,4,1.851
tramp,1,5,2.627
trampoline,1,10,1.544
trance,1,6,2.43
tranquil,1,8,1.633
tranquility,1,11,1.58
transaction,1,11,2.179
transfer,1,8,3.021
transform,1,9,2.053
transit,1,7,2.212
transition,1,10,2.204
translate,1,9,2.393
translation,1,11,2.38
translucent,1,11,1.146
transmission,1,12,2.639
transmit,1,8,2.167
transparent,1,11,1.968
transplant,1,10,2.417
transport,1,9,2.757
transportation,1,14,2.453
trap,1,4,3.085
trapeze,1,7,1.845
trapped,1,7,3.013
trapper,1,7,1.929
trash,1,5,3.06
trashed,NA,7,1
trauma,1,6,2.939
traumatic,1,9,2.143
travel,1,6,3.231
traveler,1,8,2.19
traveling,1,9,2.86
traverse,1,8,1.58
tray,1,4,2.614
treacherous,1,11,2.049
treachery,1,9,1.987
tread,1,5,2.068
treadmill,1,9,1.633
treason,1,7,2.415
treasure,1,8,2.988
treat,1,5,3.423
treatment,1,9,2.994
treaty,1,6,2.38
treble,1,6,1
tree,4,4,3.521
trees,2,5,3.195
trek,2,4,2.362
tremble,1,7,2.061
tremor,1,6,1.623
trench,2,6,2.199
trench coat,NA,11,1
trend,1,5,2.029
trendy,1,6,1.653
trespass,1,8,1.869
triad,1,5,2.245
trial,1,5,3.401
triangle,1,8,2.34
triangular,1,10,1.114
tribal,1,6,1.982
tribe,1,5,2.513
tribune,1,7,2.017
tribute,1,7,2.428
trick,1,5,3.382
trickery,1,8,1.591
tricks,1,6,2.987
trickster,1,9,1.362
tricky,1,6,2.61
tricycle,1,8,1.447
trident,1,7,1.398
trigger,1,7,2.936
trigonometry,1,12,1.204
trillion,1,8,1.724
trim,1,4,2.34
trimmer,1,7,1.204
trinity,1,7,2.176
trio,1,4,1.826
trip,2,4,3.624
triple,1,6,2.681
tripod,1,6,1.672
tripping,1,8,2.29
trite,1,5,1.613
triumph,1,7,2.377
trivia,1,6,1.663
trivial,1,7,1.973
troll,1,5,2.143
trolley,1,7,1.863
trombone,1,8,1.819
troop,1,5,2.473
troops,1,6,2.993
trophy,1,6,2.587
tropic,1,6,1.568
tropical,1,8,2.215
tropics,1,7,1.613
trot,1,4,1.968
trouble,1,7,4.057
troubled,1,8,2.54
troublesome,1,11,1.903
trough,1,6,1.863
trousers,1,8,2.422
trout,1,5,2.314
trowel,1,6,1.176
truce,1,5,2.344
truck,1,5,3.57
trucks,1,6,2.702
TRUE,1,4,4.111
truly,1,5,3.263
trump,1,5,2.064
trumpet,1,7,2.324
trunk,1,5,3.005
trunks,1,6,2.111
trust,1,5,3.958
trusting,1,8,2.47
trustworthy,1,11,1.978
truth,1,5,3.991
truthful,1,8,2.041
truthfully,1,10,2.083
try,1,3,4.386
trying,1,6,4.359
t-shirt,NA,7,1
tsunami,1,7,1.447
tub,2,3,2.812
tuba,1,4,1.792
tube,2,4,2.924
tuberculosis,1,12,1.518
tuck,1,4,2.61
Tuesday,1,7,3.082
tug,1,3,2.149
tuition,1,7,2.316
tulip,1,5,1.613
tumble,1,6,1.903
tumbler,1,7,1.279
tumbling,1,8,1.799
Tumblr,NA,6,1
tummy,1,5,2.25
tumor,1,5,2.422
tuna,1,4,2.612
tundra,1,6,1.176
tune,1,4,2.901
tunes,1,5,2.292
tunnel,1,6,2.961
Tupperware,NA,10,1
turf,1,4,2.34
turkey,1,6,3.062
turmoil,1,7,1.806
turn,3,4,4.194
turn away,NA,9,1
turncoat,1,8,1.146
turning,1,7,3.314
turnip,1,6,1.949
turn on,NA,7,1
turquoise,1,9,1.663
turtle,1,6,2.939
tusk,1,4,1.146
tusks,1,5,1.23
tutor,1,5,2.373
tutu,1,4,1.556
tuxedo,1,6,2.201
tv,NA,2,1
TV show,NA,7,1
twat,1,4,1.833
tweak,1,5,1.544
tweed,1,5,1.792
tweet,1,5,1.643
tweezers,1,8,1.724
twelve,1,6,2.983
twenty,1,6,3.14
twerk,NA,5,1
twice,1,5,3.504
twig,1,4,1.845
twilight,1,8,2.196
twin,1,4,2.727
twine,1,5,1.477
twinkle,1,7,2.199
twins,1,5,2.887
twirl,1,5,1.833
twist,1,5,2.809
twisted,1,7,2.733
twister,1,7,1.903
twitch,1,6,2.041
twitter,1,7,0.954
two,1,3,4.736
Tylenol,NA,7,1
type,1,4,3.49
typewriter,1,10,2.209
typhoon,1,7,1.881
typical,1,7,2.808
typing,1,6,2.22
typist,1,6,1.633
tyranny,1,7,1.919
tyrant,1,6,1.996
u,1,1,3.399
ubiquitous,1,10,1.38
udder,1,5,1.079
UFO,1,3,2.079
ugh,1,3,2.869
ugly,1,4,3.333
uh,NA,2,1
UK,1,2,1
ulcer,1,5,2.121
ultimate,1,8,2.664
ultimatum,1,9,1.826
ultra,NA,5,1
umbrella,1,8,2.583
umpire,1,6,1.74
unable,1,6,2.719
unacceptable,1,12,2.435
unafraid,1,8,1.431
unalike,NA,7,1
unappealing,NA,11,1
unattractive,1,12,1.968
unavailable,1,11,2.025
unavoidable,1,11,1.792
unaware,1,7,2.083
unbalanced,1,10,1.556
unbelievable,1,12,3.176
uncanny,1,7,1.887
uncaring,NA,8,1
uncertain,1,9,2.086
uncertainty,1,11,1.845
uncivilized,NA,11,1
uncle,1,5,3.801
unclean,1,7,1.819
unclear,1,7,1.881
uncomfortable,1,13,2.902
uncommon,1,8,2.045
unconditional,1,13,1.681
unconscious,1,11,2.766
uncontrollable,1,14,1.756
uncooked,NA,8,1
uncoordinated,NA,13,1
uncouth,1,7,1.477
uncover,1,7,1.996
undead,NA,6,1
undecided,1,9,1.279
undefined,1,9,1.041
under,2,5,4.126
underage,1,8,2.049
undercover,1,10,2.777
underdog,1,8,1.699
underground,1,11,2.788
underhanded,1,11,1.556
underling,1,9,0.954
undermine,1,9,1.875
underneath,1,10,2.919
underpants,1,10,2.179
